"","GP","PTS","FGM","FTM","FTA","OREB","DREB","REB","STL","TOV","TARGET_5Yrs"
"1",-1.40037799500969,0.137349693618021,-0.0172875114866003,0.306218922030214,0.361349485783929,-0.398140877196318,1.01047510457472,0.517803396547435,-0.533258897569783,0.147282961800862,0
"2",-1.45773720373086,0.0914522897656152,-0.373676209825747,1.31913759771643,1.19280303252997,-0.655501598587088,-0.0189309753504359,-0.308332012708103,1.17506366363396,0.562484579219842,0
"3",0.779271936394665,-0.367521748758445,-0.373676209825747,-0.402824150950138,-0.394517374894287,-0.655501598587088,-0.239517992477256,-0.40552441379699,-0.289212817397819,-0.267918655618118,0
"4",-0.138475403144012,-0.25277823912743,-0.195481860656174,-0.402824150950138,-0.394517374894287,-0.0120997951101631,-0.827750038148775,-0.55131301543032,-0.0451667372258561,-0.267918655618118,1
"5",-0.712067490355685,-0.528162662241867,-0.611268675385179,0.00234331932434879,0.0590027415126428,-0.0120997951101631,-0.386576003895135,-0.259735812163659,-0.777304977741746,-0.544719733897438,1
"6",0.836631145115832,-0.711752277651491,-0.670666791775037,-0.909283488793245,-0.999210863436859,-1.04154268067324,-0.974808049566654,-1.0858712214192,-0.533258897569783,-0.683120273037098,0
"7",0.0909614317406572,-0.0462399217916031,-0.0766856278764582,0.204927054461592,-0.0165839445551787,-0.655501598587088,-0.460105009604075,-0.502716814885877,-1.02135105791371,-0.683120273037098,1
"8",-0.712067490355685,-0.25277823912743,-0.195481860656174,-0.605407886087381,-0.772450805233394,-0.269460516500933,-0.827750038148775,-0.648505416519207,-1.02135105791371,-0.683120273037098,1
"9",0.263039057904159,-1.01008540269213,-0.967657373724326,-0.909283488793245,-0.999210863436859,-1.04154268067324,-1.04833705527559,-1.0858712214192,-0.777304977741746,-0.129518116478458,0
"10",-1.05622274268269,-0.711752277651491,-0.730064908164895,-0.301532283381516,-0.318930688826465,-0.784181959282473,-0.974808049566654,-0.940082619785867,-1.02135105791371,-0.683120273037098,0
"11",-1.45773720373086,-1.03303410461833,-1.02705549011418,-0.807991621224624,-0.923624177369038,-0.655501598587088,-1.26892407240241,-1.03727502087475,-1.26539713808567,-1.23672242959574,0
"12",-1.17094116012502,-0.734700979577694,-0.84886114094461,-0.200240415812894,-0.243344002758643,-0.655501598587088,-0.901279043857714,-0.891486419241424,-0.777304977741746,-0.821520812176758,1
"13",-1.9166108735002,-1.26252112388036,-1.20524983928376,-1.21315909149911,-1.1503842355725,-0.526821237891703,-0.460105009604075,-0.502716814885877,-1.02135105791371,-1.23672242959574,1
"14",-0.884145116519187,-0.275726941053633,-0.433074326215605,-0.605407886087381,-0.772450805233394,-0.655501598587088,-0.313046998186195,-0.502716814885877,-0.289212817397819,-0.959921351316418,0
"15",-0.941504325240355,-1.01008540269213,-0.967657373724326,-0.909283488793245,-0.848037491301216,-0.784181959282473,-0.754221032439835,-0.794294018152537,-1.02135105791371,-0.821520812176758,1
"16",-1.17094116012502,-0.964187998839725,-1.02705549011418,-0.605407886087381,-0.621277433097751,-1.17022304136863,-1.26892407240241,-1.28025602359697,-0.777304977741746,-0.544719733897438,1
"17",-0.654708281634518,-1.07893150847074,-1.1458517228939,-0.605407886087381,-0.54569074702993,-0.655501598587088,-0.974808049566654,-0.891486419241424,-0.777304977741746,-0.959921351316418,0
"18",-1.11358195140386,-1.17072631617555,-1.20524983928376,-0.807991621224624,-0.923624177369038,-1.17022304136863,-1.34245307811135,-1.32885222414142,-0.777304977741746,-1.09832189045608,0
"19",1.238145606164,2.84529652090998,2.89322019161643,2.83851561124575,2.40219000961511,3.719630665056,3.65751931009656,3.87094123411403,0.931017583461998,0.977686196638822,0
"20",1.238145606164,2.84529652090998,2.89322019161643,2.83851561124575,2.40219000961511,3.719630665056,3.65751931009656,3.87094123411403,0.931017583461998,0.977686196638822,1
"21",1.12342718872167,1.72081012652603,1.94285032937871,1.31913759771643,1.57073646286907,2.56150741879754,2.18693919591776,2.41305521778073,1.17506366363396,1.3928878140578,1
"22",1.238145606164,1.491323107264,1.64585974742942,1.31913759771643,1.57073646286907,1.66074489392984,0.569301070321083,1.00376540199187,2.15124798432181,1.3928878140578,1
"23",0.893990353837,0.871708155256518,1.05187858353084,0.508802657167457,0.436936171851751,0.116580565585222,-0.165988986768316,-0.0653510099858858,3.37147838518163,1.11608673577848,1
"24",0.0336022230194898,1.19298998222336,1.34886916548013,0.306218922030214,0.210176113648286,0.373941286975992,-0.165988986768316,0.0318413911030011,0.931017583461998,1.80808943147678,0
"25",-1.62981482989436,-0.115086027570212,0.101508721293115,-0.504116018518759,-0.394517374894287,0.888662729757532,1.08400411028366,1.05236160253631,-0.289212817397819,-0.267918655618118,0
